name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce
Arthur,Leclerc,GT World Challenge Europe,GT3_Gen2,AF Corse,2026,14,0.76,MCO,2000/10/14,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.55
Lucas,Auer,GT World Challenge Europe,GT3_Gen2,Winward Racing,2026,4,0.82,AUT,1994/09/11,1845,0.76,0.78,0.70,0.73,0.75,0.74,0.73,0.74,0.74,0.73,0.71,0.72,0.74,0.73,0.52
Maro,Engel,GT World Challenge Europe,GT3_Gen2,Winward Racing,2026,3,0.82,DEU,1985/08/27,1860,0.77,0.79,0.73,0.74,0.76,0.78,0.74,0.78,0.77,0.76,0.72,0.76,0.78,0.77,0.56
Jules,Gounon,GT World Challenge Europe,GT3_Gen2,GetSpeed,2026,19,0.76,FRA,1994/12/31,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.69,0.66,0.65,0.70,0.67,0.66,0.65,0.54
Fabian,Schiller,GT World Challenge Europe,GT3_Gen2,GetSpeed,2026,20,0.76,DEU,1997/10/24,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.56
Mirko,Bortolotti,GT World Challenge Europe,GT3_Gen2,Grasser Racing Team,2026,24,0.70,ITA,1990/01/10,1690,0.66,0.68,0.62,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.54
Luca,Stolz,GT World Challenge Europe,GT3_Gen2,Grasser Racing Team,2026,26,0.70,DEU,1995/07/29,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.49
Ezequiel,Perez Companc,GT World Challenge Europe,GT3_Gen2,Madpanda Motorsport,2026,27,0.70,ARG,1994/7/5,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.47
Patrick,Assenheimer,GT World Challenge Europe,GT3_Gen2,Madpanda Motorsport,2026,28,0.70,DEU,1992/04/10,1665,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.43
Giacomo,Altoe,GT World Challenge Europe,GT3_Gen2,Emil Frey Racing,2026,29,0.70,ITA,2000/10/5,1660,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.41
Albert,Costa,GT World Challenge Europe,GT3_Gen2,Emil Frey Racing,2026,30,0.70,ESP,1990/05/02,1655,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.47
Charles,Weerts,GT World Challenge Sprint,GT3_Gen2,Team WRT,2026,1,0.82,BEL,2001/03/01,1885,0.79,0.81,0.73,0.76,0.78,0.80,0.76,0.77,0.77,0.76,0.74,0.75,0.80,0.79,0.48
Valentino,Rossi,GT World Challenge Sprint,GT3_Gen2,Team WRT,2026,8,0.82,ITA,1979/2/16,1815,0.74,0.74,0.68,0.71,0.73,0.75,0.71,0.72,0.74,0.73,0.70,0.70,0.75,0.74,0.50
Kelvin,van der Linde,GT World Challenge Sprint,GT3_Gen2,Team WRT,2026,2,0.82,ZAF,1996/06/20,1900,0.79,0.81,0.73,0.76,0.78,0.77,0.76,0.80,0.77,0.76,0.74,0.78,0.77,0.76,0.46
Augusto,Farfus,GT World Challenge Sprint,GT3_Gen2,Team WRT,2026,10,0.82,BRA,1983/09/03,1795,0.73,0.75,0.67,0.70,0.72,0.74,0.70,0.74,0.73,0.72,0.70,0.72,0.74,0.73,0.40
Nicki,Thiim,GT World Challenge Sprint,GT3_Gen2,Comtoyou Racing,2026,5,0.82,DNK,1989/04/17,1840,0.76,0.76,0.70,0.73,0.75,0.74,0.73,0.77,0.76,0.75,0.71,0.75,0.74,0.73,0.57
Marco,Sorensen,GT World Challenge Sprint,GT3_Gen2,Comtoyou Racing,2026,9,0.82,DNK,1990/09/06,1805,0.73,0.73,0.67,0.70,0.72,0.74,0.70,0.71,0.71,0.70,0.70,0.69,0.74,0.73,0.40
Simon,Gachet,GT World Challenge Sprint,GT3_Gen2,CSA Racing,2026,16,0.76,FRA,1993/10/2,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.56
Arthur,Rougier,GT World Challenge Sprint,GT3_Gen2,CSA Racing,2026,18,0.76,FRA,2000/01/04,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.55
Marvin,Kirchhofer,GT World Challenge Sprint,GT3_Gen2,Garage 59,2026,6,0.82,DEU,1994/03/19,1825,0.75,0.77,0.69,0.72,0.74,0.73,0.72,0.73,0.73,0.72,0.70,0.71,0.73,0.72,0.51
Louis,Prette,GT World Challenge Sprint,GT3_Gen2,Garage 59,2026,23,0.70,MCO,1998/1/1,1685,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Mikey,Porter,GT World Challenge Sprint,GT3_Gen2,Optimum Motorsport,2026,25,0.70,GBR,2006/01/01,1675,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.52
Guilherme,Oliveira,GT World Challenge Sprint,GT3_Gen2,Optimum Motorsport,2026,22,0.76,PRT,2004/1/1,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.43
Dorian,Boccolacci,GT World Challenge Sprint,GT3_Gen2,Boutsen VDS,2026,11,0.76,FRA,1998/09/09,1780,0.72,0.72,0.66,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.40
Alessio,Picariello,GT World Challenge Sprint,GT3_Gen2,Boutsen VDS,2026,12,0.76,BEL,1993/8/27,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.56
Patric,Niederhauser,GT World Challenge Sprint,GT3_Gen2,Rutronik Racing,2026,7,0.82,CHE,1991/10/08,1810,0.74,0.74,0.68,0.71,0.73,0.75,0.71,0.75,0.74,0.73,0.70,0.73,0.75,0.74,0.51
Luca,Engstler,GT World Challenge Sprint,GT3_Gen2,Rutronik Racing,2026,15,0.76,DEU,2000/03/08,1745,0.69,0.69,0.65,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.45
Thierry,Vermeulen,GT World Challenge Sprint,GT3_Gen2,Verstappen.com Racing,2026,17,0.76,NLD,2002/07/26,1730,0.68,0.68,0.64,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.42
Chris,Lulham,GT World Challenge Sprint,GT3_Gen2,Verstappen.com Racing,2026,21,0.76,GBR,2003/1/1,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.40
Thomas,Neubauer,GT World Challenge Sprint,GT3_Gen2,AF Corse,2026,13,0.76,FRA,1999/07/08,1765,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.55
Arthur,Leclerc,GT World Challenge Sprint,GT3_Gen2,AF Corse,2026,14,0.76,MCO,2000/10/14,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.55
Lucas,Auer,GT World Challenge Sprint,GT3_Gen2,Winward Racing,2026,4,0.82,AUT,1994/9/11,1845,0.76,0.78,0.70,0.73,0.75,0.74,0.73,0.74,0.74,0.73,0.71,0.72,0.74,0.73,0.52
Maro,Engel,GT World Challenge Sprint,GT3_Gen2,Winward Racing,2026,3,0.82,DEU,1985/08/27,1860,0.77,0.79,0.73,0.74,0.76,0.78,0.74,0.78,0.77,0.76,0.72,0.76,0.78,0.77,0.56
Jules,Gounon,GT World Challenge Sprint,GT3_Gen2,GetSpeed,2026,19,0.76,FRA,1994/12/31,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.69,0.66,0.65,0.70,0.67,0.66,0.65,0.54
Fabian,Schiller,GT World Challenge Sprint,GT3_Gen2,GetSpeed,2026,20,0.76,DEU,1997/10/24,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.56
Mirko,Bortolotti,GT World Challenge Sprint,GT3_Gen2,Grasser Racing Team,2026,24,0.70,ITA,1990/01/10,1690,0.66,0.68,0.62,0.63,0.65,0.64,0.63,0.64,0.66,0.65,0.70,0.62,0.64,0.63,0.54
Luca,Stolz,GT World Challenge Sprint,GT3_Gen2,Grasser Racing Team,2026,26,0.70,DEU,1995/7/29,1680,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.49
Ezequiel,Perez Companc,GT World Challenge Sprint,GT3_Gen2,Madpanda Motorsport,2026,27,0.70,ARG,1994/7/5,1670,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.47
Patrick,Assenheimer,GT World Challenge Sprint,GT3_Gen2,Madpanda Motorsport,2026,28,0.70,DEU,1992/04/10,1665,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.43
Giacomo,Altoe,GT World Challenge Sprint,GT3_Gen2,Emil Frey Racing,2026,29,0.70,ITA,2000/10/5,1660,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.41
Albert,Costa,GT World Challenge Sprint,GT3_Gen2,Emil Frey Racing,2026,30,0.70,ESP,1990/05/02,1655,0.64,0.64,0.60,0.61,0.63,0.62,0.61,0.62,0.62,0.61,0.70,0.60,0.62,0.61,0.47
Tim,Lewis Jr.,IMSA Michelin Pilot Challenge,MiniChallenge,KMW Motorsports with TMR Engineering,2026,1,0.82,USA,1984/01/01,1780,0.72,0.74,0.66,0.69,0.71,0.72,0.69,0.70,0.70,0.69,0.70,0.68,0.72,0.71,0.33
Rocco,Pasquarella,IMSA Michelin Pilot Challenge,MiniChallenge,KMW Motorsports with TMR Engineering,2026,2,0.82,USA,2004/01/01,1745,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.67,0.66,0.70,0.65,0.69,0.68,0.31
Daniel,Hanley,IMSA Michelin Pilot Challenge,MiniChallenge,Rockwell Autosport Development,2026,3,0.82,USA,1990/01/01,1735,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.67,0.66,0.70,0.65,0.69,0.68,0.30
Doug,Oakley,IMSA Michelin Pilot Challenge,MiniChallenge,Rockwell Autosport Development,2026,4,0.82,USA,1975/01/01,1715,0.67,0.69,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.27
Lance,Bergstein,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,5,0.82,USA,1968/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.68,0.65,0.66,0.66,0.65,0.70,0.64,0.68,0.67,0.36
Harry,Gottsacker,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,6,0.82,USA,1999/7/28,1780,0.72,0.72,0.68,0.69,0.71,0.72,0.69,0.70,0.70,0.69,0.70,0.68,0.72,0.71,0.34
Mason,Filippi,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,7,0.82,USA,1998/04/20,1765,0.71,0.71,0.65,0.68,0.70,0.71,0.68,0.69,0.69,0.68,0.70,0.67,0.71,0.70,0.42
Bryson,Morris,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,8,0.82,USA,2006/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.68,0.65,0.66,0.66,0.65,0.70,0.64,0.68,0.67,0.27
Preston,Brown,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,9,0.82,USA,2000/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.66,0.65,0.70,0.64,0.66,0.65,0.42
Denis,Dupont,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,10,0.82,BEL,1993/01/01,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.68,0.67,0.70,0.66,0.68,0.67,0.41
Maddie,Aust,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,11,0.82,USA,2003/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.36
Mark,Wilkins,IMSA Michelin Pilot Challenge,MiniChallenge,Bryan Herta Autosport with PR1/Mathiasen,2026,12,0.82,CAN,1983/05/09,1770,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.36
Franco,Girolami,IMSA Michelin Pilot Challenge,MiniChallenge,Victor Gonzalez Racing Team,2026,13,0.82,ARG,1992/02/14,1785,0.72,0.74,0.66,0.69,0.71,0.70,0.69,0.70,0.70,0.69,0.70,0.68,0.70,0.69,0.25
Tyler,Gonzalez,IMSA Michelin Pilot Challenge,MiniChallenge,Victor Gonzalez Racing Team,2026,14,0.82,USA,2000/01/01,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.41
Bruno,Junqueira,IMSA Michelin Pilot Challenge,MiniChallenge,Baker Racing,2026,15,0.76,BRA,1976/11/04,1795,0.73,0.73,0.69,0.70,0.72,0.71,0.70,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.43
Raphael,Reis,IMSA Michelin Pilot Challenge,MiniChallenge,Stallion Motorsports,2026,16,0.76,BRA,1984/1/1,1740,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.67,0.66,0.70,0.65,0.67,0.66,0.30
Robin,Liddell,IMSA Michelin Pilot Challenge,GT4,Rebel Rock Racing,2026,17,0.76,GBR,1974/02/28,1810,0.74,0.76,0.68,0.71,0.73,0.74,0.71,0.74,0.74,0.73,0.70,0.72,0.74,0.73,0.54
Andrew,Davis,IMSA Michelin Pilot Challenge,GT4,Rebel Rock Racing,2026,18,0.76,USA,1977/1/1,1800,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.71,0.73,0.72,0.70,0.69,0.71,0.70,0.46
Bryce,Ward,IMSA Michelin Pilot Challenge,GT4,Winward Racing,2026,19,0.76,USA,1997/01/01,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.43
Dillon,Machavern,IMSA Michelin Pilot Challenge,GT4,Turner Motorsport,2026,20,0.76,USA,1995/03/09,1810,0.74,0.76,0.68,0.71,0.73,0.72,0.71,0.74,0.74,0.73,0.70,0.72,0.72,0.71,0.49
Luca,Mars,IMSA Michelin Pilot Challenge,GT4,Turner Motorsport,2026,21,0.76,USA,2006/01/01,1770,0.71,0.71,0.67,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.54
Kenny,Murillo,IMSA Michelin Pilot Challenge,GT4,P1 Motor Club x Murillo Racing,2026,22,0.76,USA,1986/1/1,1780,0.72,0.72,0.68,0.69,0.71,0.70,0.69,0.70,0.72,0.71,0.70,0.68,0.70,0.69,0.42
Stevan,McAleer,IMSA Michelin Pilot Challenge,GT4,Auto Technic Racing,2026,23,0.76,GBR,1984/08/28,1790,0.72,0.72,0.68,0.69,0.71,0.70,0.69,0.70,0.72,0.71,0.70,0.68,0.70,0.69,0.44
Spencer,Pumpelly,IMSA Michelin Pilot Challenge,GT4,BGB Motorsports,2026,24,0.76,USA,1974/12/28,1800,0.73,0.73,0.67,0.70,0.72,0.73,0.70,0.73,0.73,0.72,0.70,0.71,0.73,0.72,0.44
Jan,Heylen,IMSA Michelin Pilot Challenge,GT4,BGB Motorsports,2026,25,0.76,BEL,1980/05/01,1815,0.74,0.76,0.68,0.71,0.73,0.74,0.71,0.74,0.74,0.73,0.70,0.72,0.74,0.73,0.49
Robert,Noaker,IMSA Michelin Pilot Challenge,GT4,McCumbee McAleer Racing,2026,26,0.76,USA,2003/01/01,1765,0.71,0.71,0.67,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.49
Greg,Liefooghe,IMSA Michelin Pilot Challenge,GT4,Stephen Cameron Racing,2026,27,0.70,USA,1985/01/01,1775,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.49
Sean,Quinlan,IMSA Michelin Pilot Challenge,GT4,Stephen Cameron Racing,2026,28,0.70,USA,1985/01/01,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.70,0.69,0.70,0.66,0.68,0.67,0.49
Matt,Plumb,IMSA Michelin Pilot Challenge,GT4,Team TGM,2026,29,0.70,USA,1974/07/08,1785,0.72,0.72,0.66,0.69,0.71,0.70,0.69,0.70,0.72,0.71,0.70,0.68,0.70,0.69,0.41
Hugh,Plumb,IMSA Michelin Pilot Challenge,GT4,Team TGM,2026,30,0.70,USA,1983/01/01,1765,0.71,0.71,0.65,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.56
Michael,Cooper,IMSA Michelin Pilot Challenge,GT4,Accelerating Performance,2026,31,0.70,USA,1989/08/19,1800,0.73,0.75,0.67,0.70,0.72,0.71,0.70,0.73,0.73,0.72,0.70,0.71,0.71,0.70,0.55
Moisey,Uretsky,IMSA Michelin Pilot Challenge,GT4,Accelerating Performance,2026,32,0.70,USA,1988/1/1,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.70,0.69,0.70,0.66,0.68,0.67,0.51
Jeff,Westphal,IMSA Michelin Pilot Challenge,GT4,CarBahn with Peregrine Racing,2026,33,0.70,USA,1986/06/01,1810,0.74,0.76,0.68,0.71,0.73,0.74,0.71,0.72,0.74,0.73,0.70,0.70,0.74,0.73,0.46
Bill,Auberlen,IMSA Michelin Pilot Challenge,GT4,ST Racing by Random Vandals Racing,2026,34,0.70,USA,1968/10/12,1840,0.76,0.78,0.70,0.73,0.75,0.76,0.73,0.76,0.76,0.75,0.71,0.74,0.76,0.75,0.48
Geronimo,Gomez Azza,Michelin Le Mans Cup,P1Gen2,Vector Sport RLR,2026,1,0.82,COL,2005/1/1,1765,0.71,0.73,0.65,0.68,0.70,0.71,0.68,0.69,0.71,0.70,0.70,0.67,0.71,0.70,0.56
Colin,Noble,Michelin Le Mans Cup,P1Gen2,Vector Sport RLR,2026,2,0.82,GBR,1996/08/21,1785,0.72,0.74,0.68,0.69,0.71,0.72,0.69,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.52
Jules,Caranta,Michelin Le Mans Cup,P1Gen2,Nielsen Racing,2026,3,0.82,FRA,2001/01/01,1770,0.71,0.73,0.67,0.68,0.70,0.71,0.68,0.69,0.71,0.70,0.70,0.67,0.71,0.70,0.57
Mikaeel,Pitamber,Michelin Le Mans Cup,P1Gen2,Nielsen Racing,2026,4,0.82,ZAF,2002/01/01,1745,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.69,0.68,0.70,0.65,0.69,0.68,0.53
Quentin,Antonel,Michelin Le Mans Cup,P1Gen2,DKR Engineering,2026,5,0.82,FRA,2003/01/01,1760,0.70,0.70,0.66,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.55
Antti,Rammo,Michelin Le Mans Cup,P1Gen2,DKR Engineering,2026,6,0.82,EST,1983/01/01,1725,0.68,0.68,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.58
Stylianos,Kolovos,Michelin Le Mans Cup,P1Gen2,Rinaldi Racing,2026,7,0.82,GRC,1990/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.63,0.67,0.66,0.58
Mikkel Gaarde,Pedersen,Michelin Le Mans Cup,P1Gen2,Rinaldi Racing,2026,8,0.82,DNK,1997/1/1,1760,0.70,0.70,0.64,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.52
Isaac,Barashi,Michelin Le Mans Cup,P1Gen2,23Events Racing,2026,9,0.82,GBR,2003/01/01,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.60
Matteo,Segre,Michelin Le Mans Cup,P1Gen2,23Events Racing,2026,10,0.82,ITA,1999/01/01,1740,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.56
Louis,Iglesias,Michelin Le Mans Cup,P1Gen2,ANS Motorsport,2026,11,0.82,FRA,1997/1/1,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.69,0.69,0.68,0.70,0.67,0.67,0.66,0.64
Arthur,Pavie,Michelin Le Mans Cup,P1Gen2,ANS Motorsport,2026,12,0.82,BRA,2003/1/1,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.56
Maksymilian,Angelard,Michelin Le Mans Cup,P1Gen2,BWT Mucke Motorsport,2026,13,0.76,POL,2004/01/01,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.55
Mattis,Pluschkell,Michelin Le Mans Cup,P1Gen2,BWT Mucke Motorsport,2026,14,0.76,DEU,2005/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.58
Theo,Micouris,Michelin Le Mans Cup,P1Gen2,Team Virage,2026,15,0.76,GBR,2006/01/01,1728,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.63
Denise,Yeung,Michelin Le Mans Cup,P1Gen2,Team Virage,2026,16,0.76,HKG,1992/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.66,0.65,0.70,0.62,0.64,0.63,0.55
Tim,Gerhards,Michelin Le Mans Cup,P1Gen2,More Motorsport,2026,17,0.76,NLD,1995/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.54
Max,van der Snel,Michelin Le Mans Cup,P1Gen2,More Motorsport,2026,18,0.76,NLD,1997/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.66
Valentin,Hasse-Clot,Michelin Le Mans Cup,GT3,Racing Spirit of Leman,2026,19,0.76,FRA,1996/2/11,1815,0.74,0.76,0.70,0.71,0.73,0.74,0.71,0.74,0.74,0.73,0.70,0.72,0.74,0.73,0.42
Philipp,Sager,Michelin Le Mans Cup,GT3,Racing Spirit of Leman,2026,20,0.76,AUT,1985/1/1,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.40
Sebastian,Moreno,Michelin Le Mans Cup,GT3,Code Racing Development,2026,21,0.76,COL,1997/01/01,1760,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.70,0.69,0.70,0.66,0.68,0.67,0.48
Nico,Hantke,Michelin Le Mans Cup,GT3,Code Racing Development,2026,22,0.76,DEU,1994/01/01,1740,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.44
Anthony,Bartone,Michelin Le Mans Cup,GT3,GetSpeed,2026,23,0.76,USA,1999/01/01,1745,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.54
Steve,Jans,Michelin Le Mans Cup,GT3,GetSpeed,2026,24,0.76,LUX,1988/01/01,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.52
David,Fumanelli,Michelin Le Mans Cup,GT3,Kessel Racing,2026,25,0.70,ITA,1992/04/21,1795,0.73,0.75,0.67,0.70,0.72,0.73,0.70,0.73,0.73,0.72,0.70,0.71,0.73,0.72,0.39
Lorenzo,Innocenti,Michelin Le Mans Cup,GT3,Kessel Racing,2026,26,0.70,ITA,1998/01/01,1735,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.56
Oscar,Ryndziewicz,Michelin Le Mans Cup,GT3,Kessel Racing,2026,27,0.70,GBR,2002/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.41
Giacomo,Altoe,Michelin Le Mans Cup,GT3,Kessel Racing,2026,28,0.70,ITA,2000/10/05,1790,0.72,0.74,0.68,0.69,0.71,0.72,0.69,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.41
Patrick,Charlaix,Michelin Le Mans Cup,GT3,GetSpeed,2026,29,0.70,FRA,1975/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.62,0.65,0.64,0.50
Marvin,Klein,Michelin Le Mans Cup,GT3,GetSpeed,2026,30,0.70,FRA,1999/06/21,1785,0.72,0.74,0.66,0.69,0.71,0.70,0.69,0.72,0.72,0.71,0.70,0.70,0.70,0.69,0.51
Josep,Mayola,Michelin Le Mans Cup,GT3,Biogas Motorsport,2026,31,0.70,ESP,1988/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.49
Fran,Rueda,Michelin Le Mans Cup,GT3,Biogas Motorsport,2026,32,0.70,ESP,1995/05/03,1775,0.71,0.71,0.67,0.68,0.70,0.69,0.68,0.69,0.71,0.70,0.70,0.67,0.69,0.68,0.52
Travis,Hill,IMSA VP Racing SportsCar Challenge,P1Gen2,Shopify Racing powered by TWOth,2026,1,0.82,USA,1987/01/01,1745,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.69,0.68,0.70,0.65,0.69,0.68,0.56
Nicole,Havrda,IMSA VP Racing SportsCar Challenge,P1Gen2,Shopify Racing powered by TWOth,2026,2,0.82,CAN,2006/01/01,1735,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.69,0.68,0.70,0.65,0.69,0.68,0.49
Garett,Grist,IMSA VP Racing SportsCar Challenge,P1Gen2,Toney Driver Development,2026,3,0.82,CAN,1995/04/09,1785,0.72,0.74,0.68,0.69,0.71,0.72,0.69,0.70,0.72,0.71,0.70,0.68,0.72,0.71,0.62
Brady,Golan,IMSA VP Racing SportsCar Challenge,P1Gen2,Toney Driver Development,2026,4,0.82,USA,2006/01/01,1720,0.68,0.70,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.65
